series_id,series_url,config_url
771,https://www.autohome.com.cn/series/771.html,https://www.autohome.com.cn/config/series/771.html#pvareaid=3454437
3862,https://www.autohome.com.cn/series/3862.html,https://www.autohome.com.cn/config/series/3862.html#pvareaid=3454437
526,https://www.autohome.com.cn/series/526.html,https://www.autohome.com.cn/config/series/526.html#pvareaid=3454437
588,https://www.autohome.com.cn/series/588.html,https://www.autohome.com.cn/config/series/588.html#pvareaid=3454437
7935,https://www.autohome.com.cn/series/7935.html,https://www.autohome.com.cn/config/series/7935.html#pvareaid=3454437
6672,https://www.autohome.com.cn/series/6672.html,https://www.autohome.com.cn/config/series/6672.html#pvareaid=3454437
656,https://www.autohome.com.cn/series/656.html,https://www.autohome.com.cn/config/series/656.html#pvareaid=3454437
3170,https://www.autohome.com.cn/series/3170.html,https://www.autohome.com.cn/config/series/3170.html#pvareaid=3454437
51,https://www.autohome.com.cn/series/51.html,https://www.autohome.com.cn/config/series/51.html#pvareaid=3454437
634,https://www.autohome.com.cn/series/634.html,https://www.autohome.com.cn/config/series/634.html#pvareaid=3454437
6030,https://www.autohome.com.cn/series/6030.html,https://www.autohome.com.cn/config/series/6030.html#pvareaid=3454437
6548,https://www.autohome.com.cn/series/6548.html,https://www.autohome.com.cn/config/series/6548.html#pvareaid=3454437
7658,https://www.autohome.com.cn/series/7658.html,https://www.autohome.com.cn/config/series/7658.html#pvareaid=3454437
834,https://www.autohome.com.cn/series/834.html,https://www.autohome.com.cn/config/series/834.html#pvareaid=3454437
4809,https://www.autohome.com.cn/series/4809.html,https://www.autohome.com.cn/config/series/4809.html#pvareaid=3454437
3411,https://www.autohome.com.cn/series/3411.html,https://www.autohome.com.cn/config/series/3411.html#pvareaid=3454437
2561,https://www.autohome.com.cn/series/2561.html,https://www.autohome.com.cn/config/series/2561.html#pvareaid=3454437
7855,https://www.autohome.com.cn/series/7855.html,https://www.autohome.com.cn/config/series/7855.html#pvareaid=3454437
5138,https://www.autohome.com.cn/series/5138.html,https://www.autohome.com.cn/config/series/5138.html#pvareaid=3454437
135,https://www.autohome.com.cn/series/135.html,https://www.autohome.com.cn/config/series/135.html#pvareaid=3454437
7717,https://www.autohome.com.cn/series/7717.html,https://www.autohome.com.cn/config/series/7717.html#pvareaid=3454437
3457,https://www.autohome.com.cn/series/3457.html,https://www.autohome.com.cn/config/series/3457.html#pvareaid=3454437
3989,https://www.autohome.com.cn/series/3989.html,https://www.autohome.com.cn/config/series/3989.html#pvareaid=3454437
166,https://www.autohome.com.cn/series/166.html,https://www.autohome.com.cn/config/series/166.html#pvareaid=3454437
164,https://www.autohome.com.cn/series/164.html,https://www.autohome.com.cn/config/series/164.html#pvareaid=3454437
