series_id,series_url,config_url
5714,https://www.autohome.com.cn/5714,https://www.autohome.com.cn/config/series/5714.html#pvareaid=3454437
7806,https://www.autohome.com.cn/7806,https://www.autohome.com.cn/config/series/7806.html#pvareaid=3454437
5964,https://www.autohome.com.cn/5964,https://www.autohome.com.cn/config/series/5964.html#pvareaid=3454437
448,https://www.autohome.com.cn/448,https://www.autohome.com.cn/config/series/448.html#pvareaid=3454437
7793,https://www.autohome.com.cn/7793,https://www.autohome.com.cn/config/series/7793.html#pvareaid=3454437
6814,https://www.autohome.com.cn/6814,https://www.autohome.com.cn/config/series/6814.html#pvareaid=3454437
8087,https://www.autohome.com.cn/8087,https://www.autohome.com.cn/config/series/8087.html#pvareaid=3454437
442,https://www.autohome.com.cn/442,https://www.autohome.com.cn/config/series/442.html#pvareaid=3454437
6762,https://www.autohome.com.cn/6762,https://www.autohome.com.cn/config/series/6762.html#pvareaid=3454437
770,https://www.autohome.com.cn/770,https://www.autohome.com.cn/config/series/770.html#pvareaid=3454437
614,https://www.autohome.com.cn/614,https://www.autohome.com.cn/config/series/614.html#pvareaid=3454437
6004,https://www.autohome.com.cn/6004,https://www.autohome.com.cn/config/series/6004.html#pvareaid=3454437
6674,https://www.autohome.com.cn/6674,https://www.autohome.com.cn/config/series/6674.html#pvareaid=3454437
8171,https://www.autohome.com.cn/8171,https://www.autohome.com.cn/config/series/8171.html#pvareaid=3454437
7538,https://www.autohome.com.cn/7538,https://www.autohome.com.cn/config/series/7538.html#pvareaid=3454437
5769,https://www.autohome.com.cn/5769,https://www.autohome.com.cn/config/series/5769.html#pvareaid=3454437
110,https://www.autohome.com.cn/110,https://www.autohome.com.cn/config/series/110.html#pvareaid=3454437
4274,https://www.autohome.com.cn/4274,https://www.autohome.com.cn/config/series/4274.html#pvareaid=3454437
5770,https://www.autohome.com.cn/5770,https://www.autohome.com.cn/config/series/5770.html#pvareaid=3454437
7578,https://www.autohome.com.cn/7578,https://www.autohome.com.cn/config/series/7578.html#pvareaid=3454437
528,https://www.autohome.com.cn/528,https://www.autohome.com.cn/config/series/528.html#pvareaid=3454437
7588,https://www.autohome.com.cn/7588,https://www.autohome.com.cn/config/series/7588.html#pvareaid=3454437
4744,https://www.autohome.com.cn/4744,https://www.autohome.com.cn/config/series/4744.html#pvareaid=3454437
496,https://www.autohome.com.cn/496,https://www.autohome.com.cn/config/series/496.html#pvareaid=3454437
8003,https://www.autohome.com.cn/8003,https://www.autohome.com.cn/config/series/8003.html#pvareaid=3454437
8189,https://www.autohome.com.cn/8189,https://www.autohome.com.cn/config/series/8189.html#pvareaid=3454437
7382,https://www.autohome.com.cn/7382,https://www.autohome.com.cn/config/series/7382.html#pvareaid=3454437
6998,https://www.autohome.com.cn/6998,https://www.autohome.com.cn/config/series/6998.html#pvareaid=3454437
6139,https://www.autohome.com.cn/6139,https://www.autohome.com.cn/config/series/6139.html#pvareaid=3454437
